item_id,site,lead_2,lead_1
100,F10,2,1
100,F11,2,0
100,F12,2,2
100,F13,4,3
100,F14,4,4
100,F15,2,2
100,F16,0,4
100,F17,1,3
100,F18,2,6
100,F19,0,1
100,F2,1,1
100,F20,50,27
100,F3,5,2
100,F4,2,4
100,F5,2,0
100,F6,3,0
100,F7,1,1
100,F8,2,1
100,F9,0,3
110,F10,3,2
110,F11,1,2
110,F12,2,2
110,F13,1,1
110,F14,4,5
110,F15,3,4
110,F16,1,3
110,F17,2,4
110,F18,3,2
110,F19,2,2
110,F20,62,32
110,F3,1,5
110,F4,2,3
110,F6,2,1
110,F7,1,3
110,F8,1,1
110,F9,1,1
120,F10,1,1
120,F11,1,2
120,F12,2,2
120,F13,1,1
120,F14,0,1
120,F15,0,3
120,F16,1,6
120,F17,3,3
120,F18,3,3
120,F19,3,1
120,F2,1,0
120,F20,58,46
120,F3,3,2
120,F4,1,2
120,F5,2,2
120,F7,2,0
120,F8,1,2
120,F9,1,4
130,F10,1,3
130,F11,1,1
130,F12,3,1
130,F13,3,0
130,F14,2,2
130,F15,3,0
130,F16,1,2
130,F17,0,2
130,F18,3,4
130,F19,3,2
130,F2,1,0
130,F20,58,26
130,F3,3,1
130,F4,4,2
130,F5,3,2
130,F6,0,1
130,F7,0,1
130,F8,1,1
130,F9,1,2
140,F10,1,3
140,F11,2,1
140,F12,0,3
140,F13,2,1
140,F14,2,4
140,F15,1,2
140,F16,3,1
140,F17,4,2
140,F18,5,1
140,F19,4,1
140,F2,1,1
140,F20,52,37
140,F3,2,2
140,F4,1,2
140,F5,2,0
140,F6,3,1
140,F7,3,1
140,F8,1,0
140,F9,1,0
150,F1,0,1
150,F10,2,2
150,F11,3,2
150,F12,4,1
150,F13,3,1
150,F14,3,2
150,F15,2,2
150,F16,1,2
150,F17,3,3
150,F18,4,2
150,F19,5,3
150,F2,1,0
150,F20,49,32
150,F3,0,2
150,F4,0,1
150,F5,1,0
150,F6,2,2
150,F7,1,0
150,F8,2,2
160,F1,0,1
160,F11,1,2
160,F12,1,2
160,F13,1,5
160,F14,2,3
160,F15,5,0
160,F16,7,4
160,F17,1,2
160,F18,1,4
160,F19,2,1
160,F2,1,2
160,F20,56,33
160,F3,2,1
160,F4,1,0
160,F5,2,1
160,F6,3,0
160,F7,4,0
160,F8,2,4
160,F9,2,2
170,F10,3,2
170,F11,0,2
170,F12,1,2
170,F13,3,4
170,F14,4,3
170,F15,1,2
170,F16,3,1
170,F17,1,3
170,F18,3,5
170,F19,4,4
170,F2,1,0
170,F20,49,43
170,F3,3,2
170,F4,1,1
170,F5,2,2
170,F6,0,1
170,F7,2,1
170,F8,3,6
170,F9,1,2
180,F11,2,1
180,F12,0,2
180,F13,5,2
180,F14,0,1
180,F15,2,1
180,F16,1,1
180,F17,5,4
180,F18,3,5
180,F19,4,6
180,F2,1,3
180,F20,48,26
180,F3,2,5
180,F4,1,2
180,F5,1,1
