item_id,site,lead_14,lead_13
100,F10,2,4
100,F11,4,1
100,F12,1,0
100,F13,0,2
100,F14,2,4
100,F15,3,2
100,F16,0,2
100,F17,1,0
100,F18,2,5
100,F19,5,2
100,F20,29,46
100,F3,3,3
100,F4,1,2
100,F5,1,1
100,F6,4,1
100,F7,3,0
100,F8,1,2
100,F9,4,5
110,F10,1,4
110,F11,0,2
110,F12,0,3
110,F13,1,0
110,F14,3,3
110,F15,2,3
110,F16,2,0
110,F17,1,6
110,F18,7,2
110,F19,4,7
110,F2,0,1
110,F20,36,44
110,F3,3,3
110,F4,0,1
110,F5,0,1
110,F6,0,2
110,F7,1,2
110,F8,1,2
120,F10,1,1
120,F11,3,1
120,F12,2,1
120,F13,3,2
120,F14,1,2
120,F15,2,7
120,F16,5,0
120,F17,2,0
120,F18,4,4
120,F19,6,5
120,F2,0,1
120,F20,29,41
120,F3,1,1
120,F4,2,1
120,F5,1,0
120,F6,2,3
120,F7,1,1
120,F8,1,0
120,F9,0,2
130,F10,1,1
130,F11,3,1
130,F12,1,2
130,F13,3,2
130,F14,4,3
130,F15,1,2
130,F16,2,1
130,F17,2,3
130,F18,1,1
130,F19,2,2
130,F20,38,44
130,F3,1,3
130,F4,4,1
130,F5,1,3
130,F6,3,1
130,F7,1,1
130,F8,2,2
130,F9,1,3
140,F1,0,2
140,F10,1,0
140,F11,2,5
140,F12,2,1
140,F13,3,5
140,F14,2,3
140,F15,1,1
140,F16,1,1
140,F17,4,0
140,F18,5,3
140,F19,2,1
140,F2,0,1
140,F20,39,49
140,F3,1,3
140,F4,3,1
140,F5,1,0
140,F7,3,0
140,F8,1,0
140,F9,2,1
150,F10,3,2
150,F11,3,2
150,F12,1,1
150,F13,0,4
150,F14,3,1
150,F15,3,3
150,F16,2,2
150,F17,4,3
150,F18,2,5
150,F19,3,3
150,F20,35,44
150,F3,2,1
150,F4,2,2
150,F5,1,0
150,F7,1,1
150,F8,0,2
150,F9,3,3
160,F11,1,1
160,F12,2,1
160,F14,2,2
160,F15,2,0
160,F16,4,3
160,F17,0,1
160,F18,1,6
160,F19,2,2
160,F20,25,44
160,F3,5,4
160,F4,4,1
160,F5,5,0
160,F6,1,3
160,F7,4,1
160,F8,0,1
160,F9,1,2
170,F10,1,1
170,F11,0,3
170,F12,4,5
170,F13,2,2
170,F14,5,2
170,F15,5,1
170,F16,4,2
170,F17,2,2
170,F18,4,2
170,F19,1,2
170,F20,37,42
170,F3,2,2
170,F4,2,1
170,F5,2,2
170,F6,1,2
170,F7,1,1
170,F8,1,0
170,F9,1,4
180,F10,4,0
180,F11,0,2
180,F12,1,2
180,F13,3,0
180,F14,0,1
180,F15,3,1
180,F16,4,4
180,F17,3,3
180,F18,3,4
180,F19,4,2
180,F2,1,1
180,F20,30,54
180,F3,3,2
180,F4,1,2
180,F5,2,1
180,F6,2,1
180,F7,2,4
180,F8,2,1
180,F9,0,1
190,F1,0,1
190,F10,1,2
190,F11,2,0
190,F12,2,0
190,F13,2,3
190,F14,1,6
190,F15,3,6
190,F16,1,1
190,F17,3,1
190,F18,1,0
190,F19,1,3
190,F2,1,1
190,F20,39,50
190,F3,1,5
190,F4,0,2
190,F5,4,0
190,F6,0,2
190,F7,1,3
190,F8,0,2
190,F9,1,3
200,F1,1,0
200,F10,3,0
200,F11,1,2
200,F12,1,3
200,F13,2,4
200,F14,2,10
200,F15,3,3
200,F16,1,2
200,F17,2,2
200,F18,1,2
200,F19,3,1
200,F20,48,47
200,F3,5,3
200,F4,2,2
200,F5,2,0
200,F6,1,0
200,F7,2,0
200,F8,1,0
200,F9,0,1
210,F1,0,1
210,F10,1,0
210,F11,0,1
210,F12,3,3
210,F13,3,4
210,F14,1,1
210,F15,2,2
210,F16,1,1
210,F17,2,5
210,F18,5,5
210,F19,3,4
210,F20,32,51
210,F4,6,3
210,F5,1,1
210,F6,1,3
210,F7,3,2
210,F8,3,1
210,F9,1,1
220,F1,1,0
220,F10,1,2
220,F11,1,3
220,F12,1,0
220,F13,1,4
220,F14,3,2
220,F15,1,1
220,F16,4,3
220,F17,1,1
220,F18,5,2
220,F19,6,2
220,F20,37,38
220,F4,2,2
220,F5,2,4
220,F6,3,2
220,F7,1,1
220,F8,0,1
220,F9,2,0
230,F1,2,0
230,F10,1,2
230,F11,0,4
230,F12,1,2
230,F13,1,3
230,F14,2,1
230,F15,2,3
230,F16,5,4
230,F17,3,5
230,F18,3,1
230,F19,3,3
230,F20,39,46
230,F4,2,3
230,F5,2,3
230,F6,2,3
230,F7,1,1
230,F8,0,3
230,F9,1,1
240,F10,1,2
240,F11,3,4
240,F12,0,6
240,F13,2,2
240,F14,5,1
240,F15,2,4
240,F16,2,3
240,F17,7,3
240,F18,4,5
240,F19,1,5
240,F20,29,39
240,F4,2,5
240,F5,3,1
240,F6,0,2
240,F7,0,2
240,F8,2,0
240,F9,1,1
250,F1,0,1
250,F10,2,0
250,F11,0,2
250,F12,1,2
250,F13,4,1
250,F14,1,3
250,F15,2,0
250,F16,7,2
250,F17,1,3
250,F18,2,2
250,F19,1,4
250,F2,0,2
250,F20,29,40
250,F4,2,3
250,F5,0,3
250,F6,4,1
250,F7,3,1
250,F8,1,2
250,F9,3,2
260,F10,0,2
260,F11,0,2
260,F12,5,0
260,F13,3,3
260,F14,3,1
260,F15,2,0
260,F16,2,2
260,F17,5,2
260,F18,5,7
260,F19,3,3
260,F2,1,1
260,F20,34,53
260,F4,2,4
260,F5,2,5
260,F6,2,4
260,F7,0,2
260,F8,1,0
260,F9,0,4
270,F10,2,1
270,F11,2,3
270,F12,2,2
270,F13,1,5
270,F14,3,0
270,F15,4,1
270,F16,2,6
270,F17,2,3
270,F18,6,4
270,F19,4,4
270,F20,21,46
270,F4,3,4
270,F5,4,2
270,F6,0,2
270,F7,1,0
270,F9,0,1
280,F10,0,2
280,F11,0,1
280,F12,4,2
280,F13,1,2
280,F14,1,3
280,F15,1,0
280,F16,4,2
280,F17,1,2
280,F18,4,1
280,F19,7,1
280,F2,1,2
280,F20,22,48
280,F5,5,10
280,F6,1,2
280,F8,4,5
280,F9,2,2
290,F1,0,2
290,F10,1,0
290,F11,2,1
290,F12,4,5
290,F13,1,3
290,F14,0,1
290,F15,0,3
290,F16,3,3
290,F17,6,2
290,F18,4,3
290,F19,2,2
290,F2,0,1
290,F20,33,45
290,F5,3,3
290,F6,2,0
290,F7,3,4
290,F8,1,2
290,F9,0,3
300,F10,0,2
300,F11,4,1
300,F12,0,2
300,F13,1,0
300,F14,4,1
300,F15,0,2
300,F16,4,3
300,F17,5,1
300,F18,5,1
300,F19,4,4
300,F2,0,2
300,F20,24,46
300,F5,0,3
300,F6,4,1
300,F7,1,0
300,F8,5,0
300,F9,2,1
310,F10,0,2
310,F11,2,4
310,F12,0,3
310,F13,0,1
310,F14,0,2
310,F15,1,3
310,F16,4,1
310,F17,3,3
310,F18,3,1
310,F19,1,1
310,F2,1,0
310,F20,32,43
310,F5,4,0
310,F6,2,0
310,F7,2,2
310,F8,4,1
310,F9,2,1
320,F1,1,0
320,F10,1,2
320,F11,1,0
320,F12,9,6
320,F13,1,2
320,F14,1,2
320,F15,2,3
320,F16,5,2
320,F17,4,2
320,F18,2,2
320,F19,4,2
320,F20,32,46
320,F6,2,4
320,F7,3,2
320,F8,3,4
320,F9,3,1
330,F1,0,1
330,F10,2,1
330,F11,1,1
330,F12,4,1
330,F13,2,2
330,F14,1,1
330,F15,2,2
330,F16,3,4
330,F17,4,0
330,F18,2,4
330,F19,2,2
330,F20,40,55
330,F6,2,3
330,F7,3,3
330,F8,6,3
330,F9,3,3
340,F10,2,2
340,F11,1,1
340,F12,0,3
340,F13,1,4
340,F14,1,3
340,F15,2,1
340,F16,2,4
340,F17,6,5
340,F18,2,0
340,F19,1,6
340,F2,1,0
340,F20,34,45
340,F6,3,2
340,F7,2,3
340,F8,2,1
340,F9,0,5
350,F10,0,1
350,F11,3,1
350,F12,3,0
350,F13,2,2
350,F14,1,3
350,F15,2,2
350,F16,4,0
350,F17,2,2
350,F18,3,1
350,F19,2,3
350,F20,37,54
350,F6,3,3
350,F7,2,3
350,F8,2,2
350,F9,1,1
360,F10,1,2
360,F11,0,3
360,F12,0,3
360,F13,1,1
360,F14,0,1
360,F15,1,4
360,F16,3,1
360,F17,2,2
360,F18,2,4
360,F19,4,3
360,F2,1,0
360,F20,39,48
360,F6,1,1
360,F7,3,1
360,F8,1,1
360,F9,2,3
370,F1,1,0
370,F10,2,3
370,F11,3,2
370,F12,4,0
370,F13,3,6
370,F14,4,2
370,F15,3,6
370,F16,5,4
370,F17,2,3
370,F18,1,2
370,F19,3,3
370,F2,0,2
370,F20,27,48
370,F6,4,1
370,F7,3,2
370,F8,1,3
380,F10,1,2
380,F11,1,1
380,F12,3,1
380,F13,2,3
380,F14,3,2
380,F15,0,3
380,F16,0,3
380,F17,5,3
380,F18,2,4
380,F19,5,6
380,F2,1,0
380,F20,36,41
380,F6,3,2
380,F7,2,3
380,F8,0,1
380,F9,3,3
390,F10,4,1
390,F11,3,2
390,F12,1,2
390,F13,1,2
390,F14,3,4
390,F15,2,4
390,F16,5,4
390,F17,3,4
390,F18,2,3
390,F19,2,3
390,F2,2,2
390,F20,43,40
390,F7,3,3
390,F8,2,2
390,F9,3,3
400,F1,1,1
400,F10,0,3
400,F11,0,1
400,F12,1,4
400,F13,1,0
400,F14,0,3
400,F15,2,1
400,F16,0,3
400,F17,3,5
400,F18,2,3
400,F19,0,1
400,F2,1,0
400,F20,31,46
400,F7,8,2
400,F8,2,4
400,F9,0,6
410,F1,2,1
410,F10,3,2
410,F11,3,2
410,F12,0,3
410,F13,3,2
410,F14,4,5
410,F15,1,1
410,F16,3,0
410,F17,3,1
410,F18,1,0
410,F19,1,1
410,F2,0,1
410,F20,33,44
410,F7,5,5
410,F8,3,2
410,F9,3,2
420,F10,2,3
420,F11,3,2
420,F12,3,4
420,F13,3,2
420,F14,3,3
420,F15,1,5
420,F16,5,2
420,F17,1,6
420,F18,0,2
