item_id,site,lead_13,lead_0
100,F10,4,0
100,F11,2,1
100,F12,1,2
100,F13,2,1
100,F14,1,4
100,F15,2,3
100,F16,4,1
100,F17,2,3
100,F18,2,1
100,F19,5,1
100,F2,0,1
100,F20,44,41
100,F3,4,1
100,F4,2,1
100,F5,1,1
100,F6,1,3
100,F7,1,3
100,F8,1,0
100,F9,3,2
110,F10,2,1
110,F11,1,4
110,F12,3,1
110,F13,2,1
110,F14,3,1
110,F15,4,3
110,F16,1,1
110,F17,4,4
110,F18,5,3
110,F19,4,2
110,F2,1,1
110,F20,45,39
110,F3,3,1
110,F4,1,2
110,F5,1,3
110,F6,2,2
110,F7,3,0
110,F8,1,2
110,F9,0,2
120,F10,2,3
120,F11,1,3
120,F12,1,2
120,F13,2,3
120,F14,3,1
120,F15,2,2
120,F16,0,3
120,F17,3,5
120,F18,0,3
120,F19,5,1
120,F2,1,0
120,F20,44,38
120,F3,1,0
120,F4,1,3
120,F5,0,3
120,F6,3,1
120,F7,2,1
120,F8,0,1
120,F9,2,3
130,F1,0,1
130,F11,1,0
130,F12,2,1
130,F13,2,0
130,F14,2,3
130,F15,4,3
130,F16,0,1
130,F17,0,4
130,F18,1,1
130,F19,3,3
130,F20,46,42
130,F3,3,3
130,F4,1,3
130,F5,2,2
130,F6,2,3
130,F7,2,0
130,F8,2,1
130,F9,3,1
140,F1,2,0
140,F10,1,4
140,F11,4,3
140,F12,3,4
140,F13,5,1
140,F14,3,1
140,F15,1,2
140,F16,0,1
140,F17,1,2
140,F18,3,0
140,F19,2,2
140,F2,1,0
140,F20,46,44
140,F3,3,2
140,F4,1,0
140,F5,0,1
140,F7,0,2
140,F8,0,1
140,F9,1,0
150,F1,0,1
150,F10,3,3
150,F11,1,2
150,F12,4,1
150,F13,3,1
150,F14,1,6
150,F15,1,0
150,F16,2,4
150,F17,4,5
150,F18,2,4
150,F19,4,1
150,F20,45,30
150,F3,1,2
150,F4,2,2
150,F6,0,2
150,F7,1,1
150,F8,2,2
150,F9,3,1
160,F10,0,1
160,F11,1,2
160,F12,2,5
160,F13,0,3
160,F14,2,3
160,F15,1,3
160,F16,3,6
160,F17,0,4
160,F18,2,3
160,F19,3,4
160,F2,0,1
160,F20,46,40
160,F3,4,3
160,F4,1,1
160,F5,0,2
160,F6,3,0
160,F7,1,0
160,F8,1,1
160,F9,2,2
170,F10,2,3
170,F11,1,1
170,F12,2,3
170,F13,2,3
170,F14,2,5
170,F15,3,4
170,F16,0,1
170,F17,1,1
170,F18,2,3
170,F19,5,5
170,F20,43,39
170,F3,2,3
170,F4,2,1
170,F5,2,0
170,F6,2,1
170,F7,1,1
170,F9,4,0
180,F11,2,3
180,F12,1,0
180,F13,2,1
180,F14,1,2
180,F15,2,2
180,F16,4,3
180,F17,2,3
180,F18,4,4
180,F19,3,2
180,F2,1,0
180,F20,52,37
180,F3,1,3
180,F4,2,2
180,F5,2,1
180,F6,1,0
180,F7,4,1
180,F8,1,0
180,F9,1,2
190,F1,1,2
190,F10,2,2
190,F11,2,2
190,F12,1,3
190,F13,1,1
190,F14,3,2
190,F15,7,3
190,F16,1,4
190,F17,2,0
190,F18,3,3
190,F19,4,3
190,F2,1,1
190,F20,46,35
190,F3,5,6
190,F4,2,6
190,F5,0,2
190,F6,2,1
190,F7,3,1
190,F8,2,1
190,F9,3,1
200,F10,0,1
200,F11,2,3
200,F12,2,1
200,F13,5,3
200,F14,7,3
200,F15,5,2
200,F16,2,2
200,F17,1,1
200,F18,6,1
200,F19,2,1
200,F2,0,1
200,F20,44,53
200,F3,3,3
200,F4,2,0
200,F5,0,4
200,F6,0,2
200,F7,0,1
200,F9,1,2
210,F1,1,0
210,F10,0,2
210,F12,3,3
210,F13,2,0
210,F14,2,1
210,F15,4,9
210,F16,2,2
210,F17,2,3
210,F18,5,2
210,F19,1,3
210,F20,55,32
210,F4,3,3
210,F5,2,3
210,F6,3,3
210,F7,2,1
